id	document	label
1209	예약하고 가니까 세팅도 다 해두셔서 빠르고 편하게 먹을수있었습니다	1
1210	맛있게 잘 먹었습니다~!	1
1211	"고기도 다 꾸워주시고~ 정말 너무 맛있는데요~ 갈비도 슴슴하니 야들야들하고~ "	1
1215	"삼합은 맛나는데 점심메뉴 설렁탕은고기양이 너~~무 적어요.8,000원인데 ㅋㅋ"	0
1216	설렁탕 잘 먹었어요	1
1217	코로나 시국에도 잘먹구갑니다잉	1
1218	사람들이 멀찍하게 앉아 있어서 위험하지 않고 좋았습니다.   차돌 삼합을 싸주시는데 너무 맛있었어요.	1
1222	바쁘실텐데 직접 다 구워주시고 서비스로 계란찜이랑 된장찌개도 주셔서 맛있게 잘 먹었습니다!	1
1228	해장국이 맛나요	1
1229	해장국 맛나요	1
1230	차돌삼합이 맛있었고, 홀에서 식사했지만 넓직해서 좋았습니다.	1
1231	진대감 차돌삼합 너무 맛있게 먹어서 강남역데이트 하면서 또 먹어러갔는데 차돌이랑 관자 너무 맛있게 구워주셨어요!! 곤드레짱아찌 삼합이 제일 맛있어요~~ 마무리는 날치알 듬뿍 볶음밥으로 했는데 센스쟁이 사장님께서 핫트모양으로 만들어주셨답니당 무려 8가지로 다양하게 즐길 수 있는 차돌삼합♡ 또 친절하셔서 좋았어요 	1
1232	한끼때우기 괜찮아요.	1
1233	굿	1
1234	국물이 진해요	1
1235	차돌삼합 이모님이 정말 정성스레 구워주심	1
1246	"전참시 이영자 맛집!! 진짜 맛있게 먹고왔어요ㅠ볶음밥은 필수예요!!!"	1
1251	"사장님과 이모님 한분은 정말 너무 친절하시고 위트 넘치셔서 즐거웠는데마지막에 볶음밥 볶아주신분이 퉁명스럽고 화나신것처럼 행동하셔서 분위기가 급 냉랭해졌었어요ㅠㅠ"	0
1252	김치가 맛있어요~	1
1253	소소해요	1
1264	"사장님이랑 이모님들이 바쁜 와중에도 번갈아 삼합 맛나게 구워주셔서 너무 좋았습니다. 그래서 다른 진대감집 보다 훨씬 맛도 좋았습니다. 코로나 이후 간만에 손님 많아진거라고 바쁨을 즐기시는 이모님 모습에 활기가 넘쳐보여 좋았습니다. 다음에 또 갈게요~ 건강하세요~^^"	1
1265	좋아요	1
1266	진대감을 여러 지점 가봤는데 서비스가 단연 최고였어요!! 다른 지점이 안좋다는건 아닌데,, 제가 가봤던 음식점 중에서도 유독 좋았어요! 직원분들 모두 친절하시고 맛은 말할 것도 없습니당 최고에요ㅎㅎ 특별한 날에 또 방문하고 싶습니다!	1
1272	가성비는 그닥...   자리가 많이 있어도 아무데나 못앉게 함.....	0
1273	맛있어요	1
1274	직원분들도 친절하고 무엇보다 차돌삼합 넘 맛있어용 ㅠㅠㅠㅠ또 먹으러 갈거에요!!!	1
1275	조아요	1
1276	진정한 갈비탕 맛집 오브 맛집	1
1277	다른 지점보다 맛있고 완~~~전 친절하십니다!!!	1
1278	맛있어요	1
1279	구워주셔서 편해서 순삭되요. 지갑 조심하세요 ㅋ 	1
1280	맛있고 엄청친절하십니다!	1
1281	좋아요	1
1282	친절하시고, 고기도 직접 구워주셔서 편하게 식사할 수 있었습니다~!	1
1283	맛잇어요!!!	1
1284	직원분들의  친절한  서비스 덕분에   두번째  방문하였네요  역시 차돌삼합 맛있습니다	1
1285	이영자가 인정하는 맛집! 차돌삼합 최고입니다.	1
1286	맛잇써영	1
1288	모임으로 갔는데 맛도 서비스도 엄청 좋았어요! 다들 또 가고싶다고 좋아했어요^^	1
1289	갈비탕은 이곳이 진리	1
1290	정말 진대감은 기복없이 맛있어서 좋아요. 정말 맛있는 한끼였습니다! 공간 넓어서 회식 장소로 넘넘 좋아요. 짱맛♡	1
1291	그냥 그냥	0
1295	전참시 나왔을때부터 너무 가보고 싶었는데 드디어 와봤네요. 생각만큼 너무 맛있었고, 차돌박이 퀄리티 너무 좋아서 또 갈듯싶어요~처음부터 끝까지 다 정성스레 구워주시고, 잘 먹고 갑니다. 날치알볶음밥도 정말 맛있었어요~^^	1
1296	맛있어요 ㅋ	1
1297	"삼합 맛있었어요~ 구워주셔서 좋습니다근데 구워주시는 속도가 너무 빨라요날치알볶음밥 너무 맛있어요 +0+"	1
1298	너무 맛있게 잘먹었습니다. 근데 전체적으로 좀 정신이 없었어요. 	0
1299	매우맛있게 먹었습니다	1
1300	"맛집이에요 회식하기 좋고요움... 그래요"	1
1301	불금 친구들과 너무 잘놀고 잘먹엇습니다>.< 삼합은 당근 맛잇엇고, 생삼겹도 넘 맛낫어요!!	1
1302	맛있는데 비싸요	0
1314	"맛도  좋고  다 좋았지만   직원들이  부족한건  아쉬워서   별  하나   뺐습니다고기가 먹다가 중간에  끊겨서  아쉽더라구요허나 다음에  재방문의사   있습니다"	0
1315	직원분이 직접 다 구워주셔서 너무 먹기 좋았어요	1
1316	설렁탕맛있어영	1
1317	맛있었어요~자리도 조용해서 좋았고 서비스도 좋았습니다~	1
1318	좋아요	1
1319	고기와 야채 맛있어요	1
1320	주변에서 맛있다고 해서 갔는데 영 별로였습니다. 테이블마다 직접 구워주시는데 손님이 많아서 오롯이 신경을 못쓰시더라고요. 차돌 특성상 얇아서 불판 올리고 바로 먹어야하는데 구워주러 오시는데 2박3일이라 직접 구워 먹었어요. 자꾸 구워주신다고 하면서 테이블에 안오시더라고요. 애초부터 직접 구워먹으라고 했으면 더 나았을텐데요. 암튼 1인분 23,000원인데 그 값어치 못한 것 같아 속상했습니다.	0
1321	넘나 맛있고 고기도 구워주셔서 좋았음, 단체가 편하게 있을수있는 룸도 있어 좋았음. 다만 좀 비싸긴함!ㅠ 양도 적은편ㅠ 인당 2인분 필수ㅎㅎ 그래도 맛있음ㅠ	0
1322	"예약하고 가서 기다림 없이 바로 앉아서 먹었어요 직원분들 친절하시고 하나씩 다 구워주셔서 넘 좋았네요 고기 먹고 볶음밥에 찌개,계란찜 다 먹으니까 딱 좋게 배불렀어요 재방문 의사 있어요 !!!"	1
1323	"연말이라 사람이 많아 정신이 없긴 했지만맛있게 잘먹었어요 "	1
1324	"맛은 맛있었어요!  근데 테이블이 비해 일하시는 분들이 적으신 것 같았어요 고기를 직접 구워주시기는 하나 가게가 바빴는지 소고기임에도 불구하고 먹는 속도 생각 안하시고 마구 굽더라구요... 저희가 여러번 주문했는데 처음엔 잘 맞춰주다가 나중에는 한꺼번에 굽더라구요... 그리고 소고기를 왕창 불판에 올려놓고 자리를 비우기도....?  ㅜㅜㅜ 소고기인데 .. 마지막엔 차가운 소고기를 먹어야했고 기름도 굳어서 좀..  그리고 ..."	0
1325	차돌삼합이랑 삼겹살 너무 맛있게 먹었어요	1
1326	"회식으로 종종 갔었는데, 어제는 정말 최악이었습니다. 직원들이 전반적으로 너무 불친절하고 (테이블 벨이 고장나서 일일이 직원분에게 직접 가서 구두로 주문을 하는데 한 직원분은 저한테 '왜요?' 라면서 짜증을 내더군요. 1인분에 20000원 넘는 결코 싸지 않은 음식점인데 진짜 살다가 이렇게 형편 없는 서비스는 처음이었습니다.) 차돌삼합도 예전에 비해 너무 맛이 없었고 구워주시는 분도 저희가 먹는 속도는 전혀 고려하지 ..."	0
1327	고기도 구워주시고 맛있었어요!!	1
1328	음식은 맛잇으나.. 너무 바쁘신지 테이블에 신경을 안써주셧음.	0
1329	회식으로 갔는데 너무 만족스러웠어요ㅎ	1
1330	맛있어요맛잇어요맛있어요	1
1331	"고기도 구워주고 편해서 좋앗어요맛은 괜찮았는데 살짝 비싸네용 "	1
1332	좋은 자리에서 잘 먹고 왔습니다	1
1336	불금에는 고기 못구워 주시네요. 너무 바쁘신듯.	0
1339	맛도좋고 서비스도좋았는데 너무시끄러워서 대화하기는 별로였어요	0
1340	맛있어요ㅎㅎ	1
1341	다 구워주시고 종류별로 삼합을 만들어 먹기 좋게 서빙해주셔서 좋았습니다. 맛있어요!	1
1342	종류별로 맛볼수 있게 잘 구워주셔서 맛있게 잘 먹었습니다!	1
1343	맛있어요	1
1345	진짜 맛있었어요 직원분이 구워주시는데 방해도 안되고 정말 잘구워주시고 진짜 잘먹었어요 재방문 의사 있습미근대 미리 차려놓은반찬위로 파리들이 막 날라다녀서. .뭐라도 덮어놓으면 좋울거 같다는생각이 들었습니다...아님 파리 퇴치"	0
1349	다양한 조합으로 먹기 좋게 구워주셔서 좋았어요 ㅎㅎ	1
1361	인원이 많을때에는 삼합을 직접 다 싸서 안주셔도 됩니다 정성은 감사하지만 고기한점 먹기를 기다려야 하는게 너무 힘들었어요 나중에는 다른분께서 빨리 구워주시고 서비스도주셔서 그나마 배가 좀 찼는데 안그랬으면 모임분위기 이상한뻔했어요	0
1362	고기를 모두 구워주시는 점은 좋았어요. 그런데 취향도 전혀 묻지 않으시고 이것저것 밑반찬에 싸주시니 먹고싶은대로 먹을수가 없었네요 ㅠ 더군다나 일행이랑 저는 먹는 속도가 매우 느린데 먹는 속도랑 무관하게 순식간에 다 구워서 별도 접시에 놓아주시니..막판에는 식은 고기를 먹게되었네요. 재방문 하진 않을거 같아요.	0
1363	서비스도 좋고 음식도 다 맛있었어요	1
1364	삼합도 직접 싸주시고 친절해요	1
1365	다른 지점과 달리 고기를 직접 구워주셔서 편한게 먹을 수 있었습니다.	1
1366	"역시..한우차돌삼합..너무 조화로운 맛이에요.매장도 넓은 공간이라 쾌적하게 식사하기 좋아요."	1
1367	맛은 물론이고 너무 친절하셔서 덕분에 즐거운 식사를했어요~ 강남인데 주차도 편리하고요 꼭 다시 방문할거에요	1
1368	서비스는 좋았으나 맛은 평범하네요	1
1369	고기도 구워주시고, 친절하시고~ 너무 좋아요	1
1371	구워주시고 쌈도 싸주시니 편하고 맛있었어요^^다음에 또 갈게요ㅎㅎ	1
1372	고기 하나하나 구워주시는데 정말 편하고 맛있게 먹었습니다.	1
1373	완전맛있어요..위치도 역에서 가까워서 논현쪽보다 여기가 훨 좋네요! ㅋㅋ	1
1374	맛있었어요	1
1375	맛있게 잘 먹었습니다. 처음에 이모가 정말 친절하게 잘 챙겨주셨는데 , 나중에 손님이 많아서 너무 바쁘셨던게 좀 아쉬웠습니다. ㅜ	1
1376	"좀 질겨요 직접 해주셔서 편하지만.  비싼듯"	0
1377	점심식사하로 자주가는데 설렁탕 해장국 육개장 갈비탕 다 맛있습니다. 저녁에 고기먹으로 한번 가보고 싶네요	1
1383	육회는 냉동.. 사람이 20명인데 직원 둘이서 그것도 다른 테이블 까지 왔다갔다 하면서 구워줘서 흐름 다끊겼어요.	0.
1384	대만족했어요!!! 일본인 출장자들이 감동했다네요. 고기 다 구워주시고 여러가지 삼합으로 조합해서 각자 그릇에 놔주시고! 너무 좋아요!	1
1385	"넘사람이 많아서인지 고기도 안오고 그랬으나묵은지가 엄청나서 용서함^^"	1
1386	덕분에 편하게 회식하고 맛있게 먹었습니다~	1
1387	"매우 맛있었어요추천합니다"	1
1388	친절하게 먹기 좋게 다 구워주시고 서비스도 너무 좋았습니다!	1
1389	메인 음식만! 맛있었어요.	0
1390	"삼합을 친절하게 직접 구워주시고 볶음밥 시키면.청국장 계란찜 무료로 주셔서 좋았어요아주 맛나요~"	1
1391	완전 친절하시고 맛도 대박입니다	1
1392	맛있어요! 차돌삼합 추천해요	1
1393	음식은 너무 좋아요. 다만 환기가...	0
1394	맛있습니다. 다만 환기는 잘 되지 않아요.	0
1395	친절하고 서비스도 주시고 좋아요	1
1396	"바닥도 미끄럽고 아주 사소한 청소 부분도 관리가 안되는 느낌이었습니다. 주말임에도 불구하고 일하시는 분들이 너무 부족해서 진대감의 특색인 바로 구워줘서 먹을 수 있는  특징을 제대로 못느껴서 매우 아쉬웠습니다. 개선이 되어야 할 듯 합니다."	0
1397	"삼합 맛있었어요좌석도 넓고"	1
1398	사람이 너무 많아 대화가 힘듬	0
1399	맛있었어요 ㅠㅠㅠㅠㅠㅠ 또 갈거에요...	1
1403	바빠서 그러셨는지 구워주시지도 않고 맛도 별로 였어요.누룽지는 죽같고...	0
1404	역시 맛있었어요~	1
1405	직접 구워 주시고 먹는 방법 알려주셔서 맛있게 먹었어요	1
1406	친절하게 직접 구워주시고 맛도 좋았습니다 관자와 차돌의 조합이 맛있네요	1
1407	맛있긴 한데 구워주는 시스템이다 보니 주문 하는 시간 그 이후 구워 주시러 오는 시간 등 오래 걸리고 뭐 하나 주문하는데 시간이 오래 걸려요 직원을 더 쓰면 가격이 오르겠죠?	1
1408	맛은있는데 생각보다 서비스는 별로였어요  테이블이 꽉찬것도 아닌데 구워주는것도 느리고 먹다 끊기고 두번은 별로 가고싶진 않네요	0
1409	정말 너무 맛있었어요!!	1
1411	맛은 있는데 바빠서 그런지 직원분들 서비스나 표정이... 힘들어보였습니다.	0
1412	또갈게요!!	1
1413	만족합니다	1
1414	투뿔 안성한우에 무항생제 돼지로 건강한 맛을 약속하는 식당. 강남역 회식장소로 좋아요.총 300석에 룸이 총 18개나 되어 프라이빗한 식사에 단체 모임에 좋아요. 고기도 참 맛나고 와인도 한 잔 가능한 가성비 맛집이예요.	1
1422	강남에 룸있는 고기집 찾아서 갔어요~ 오겹살이 맛있었습니다! 그런데 일요일 저녁이라 그런지 얼른 나가라고 엄청 눈치를 주시더라구요ㅠㅠ 7명이 가서 인당 5만원 넘게 먹었는데.. 8시 반부터 시끄럽게 정리하고 자꾸 들어오시더니 결국 9시쯤 주말엔 빨리 마감한다고 정리해달라는 말 듣고 나왔습니다. 빨리 마감하고 싶은 마음은 이해하지만 조금 아쉬웠어요.	0
1423	"우선 고기의 질은 나쁘지않은듯합니다. 다만 서비스.. 마늘 참기를에 먹을 통 달라하니  ""구워먹는게 맛있어요"", 재차 통달라하니  ""구워먹는게 맛있다니까요?"" 세번 물어보고 받음 둘째로 기름장 달라하니 ""소금그냥먹는게 맛있어요 "" 아니 없어요? 하니 ""그냥먹는게 맛있어요""마찬가지로 세번 달라고하고 받음 구워주는게 맞나요? 물어보니  ""아 바빠서 탈수있어요~"" 룸으로 예약했다만 문열고가는거는 기본 공기밥 오래됐는지 ..."	0
1424	비싸요~	0
1425	한돈이라 그런지 고기 진짜 맛있어요. 비냉이랑 같이 먹으면 진짜 쓰러지는맛ㅠ 매장 엄청 넓네요!	1
1426	"돼지고기가 진짜 기가막히게 맛있고,가성비가 최고입니다. 고기가 정말 두꺼워서 욱즙이 가득해요. 매장도 엄청 넓고 점심메뉴도 있어서 좋아요~!"	1
1427	회식장소로 너무 좋고 넓어요!! 음식은 당연히 맛있어요 👍	1
1428	가격이 엄청 싼 편은 아니지만 고기질은 정말 엄청나게 좋습니다. 처음 봤을 때 소고기 먹고 두 번째 갔을 때 돼지고기먹었는데 돼지고기 정말 엄청 맛있어요	1
1429	오겹살 짱,,,, 너무 맛있어요 꺼이꺼이..😞.. 흐그극😭.. 흐국뚜흐국뚜리😢	1
1430	고기질이 좋아요 담에 또 갈게요 ㅎㅎㅎ	1
1431	고기가 아주 맛있고 회식하기 딱인 장소에오	1
1432	오겹살이 너무나 맛있다능!!	1
1433	마시	1
1434	맛있어요	1
1435	맛있었어요. 소와 돼지를 세트로 묶어놓으니 고민할 필요없어서 편했고, 밥과술이 술술들어가더라고요ㅎㅎ 재방문의사 있습니다!	1
1436	고깃집인데 분위기 있고 좋았어요. 고기가 신선하고 잡내가 없어서 아이들도 잘 먹더라고요. 매장도 깨끗하고 사장님도 친절하셔서 맛있게 잘 먹고왔습니다^^	1
1437	맛있어요	1
1438	양은많은데 간이 안맞아요	0
1439	비싸요	0
1440	좋아요	1
1441	조아요	1
1442	찬이 부실함	0.
1443	"강남에서 저렴하게 한우 먹기 괜찮은 것 같네요손님이 별로 없어서 그런지 고기도 구워주셨는데친절하신 느낌은 없었습니다"	0
1449	식당에서 눈치보면서 밥먹었어요. 9시부터 나갈 준비하라고 하고 좀 높은 여직원같은 한분 너무 눈치주시네요. 냉면도 따로 시켰는데 왜 같이 시키지 따로 시키냐는 말까지 하고 ㅋㅋ양도 적은 편이지만 룸이 깔끔해서 재방문하고 싶었는데 그런 마음 뚝떨어졌어요.	0
1450	조아요	1
1463	"살면서 가본 음식점 중 정말 제일 최악이에요 이런 리뷰 진짜 안남기는데 오늘은 해야겠네요 1. 고기질 뼈가많고 질겨요 김치찌개는 맹탕이던데 파는건데 간은 보시는건가요?? 2. 직원태도 친절은 바라지도않는데 말투가 아랫사람한태 말하듯하던데 기분나쁜일있으신가요?? 3.발렛 차 바퀴를 눌려서 주차해놨길래 혹시나 문제가 있나하고 보고있는데 나와서 한다는말이 원래 그렇게해요 (?) 그러다 펑크라도나면 책임은 지는건..."	0
1464	괜찮아용~~	1
1465	오랫만에강남역에서정말한우다운 한우를 먹었네요.직원들친절하고 가게가 깨끗해서 넘좋았구요~~회식룸이있어서좋았습니다.	1
1466	깔끔하고 음식맛 좋았어요!	1
1467	고기가 너무 맛있어요!	1
1468	"와.. 고기 질이 너무 좋아요ㅠㅠ진짜 너무 맛나고 또 먹고 싶네요담에 또 올게욥 ㅎㅎ"	1
1469	"누룽지시키면 된장도 나오고육회에 고기까지 배부르게 먹었습니다해장엔 누룽지에 해장술 ㅋ"	1
1470	"식구들끼리 와서 맛있게 먹고갈 수 있는 집환기도 잘되고 고기도 맛있음된장찌개가 내입맛엔 딱!! 굿굿"	1
1471	양이 많지는 않았는데 맛있었어요	1
1472	"여러가지 부위 먹으려고 모듬시켰어요하나같이 맛있네요 ^^"	1
1473	맛있고 친절해요~	1
1474	한우꽃등심 솥밥정식으로 주문했는데 고기 질도 너무 좋고 육즙 장난아니였어요 밥이랑 밑반찬도 전부 맛있었습니다	1
1475	"맛있네요조금만 더 친절하면좋겠어요"	0
1476	맛있어요~	1
1477	밥이 맛있어요~~ 괜찮아요!	1
1478	맛있고 좋았어요!!! 비싼 게 함정	0
1479	평범합니다. 직원들은 친절하네요	1
1480	"양도 푸짐하고 고기도 좋네요육즙가득해서 질리지도 않고 계속 먹었어요 ~"	1
1481	한우.. 말해서 뭐해요.. 또 먹구싶어요ㅠㅠㅠㅠ 입에 들어가자마자 녹아요 삼겹살도 조금 시켜먹었는데 두툼하니 맛있습니다 자리가 여유로워서 회식장소로 추천드려요 ~	1
1482	와 여기 ㄹㅇ 맛집임... 고기도 완전 쫄깃쫄깃 부드럽고 신선하고.... 특히 한우된장찌개.. 무슨 우리 할머니가 만들어 준 맛이에요 진짜... 너무 맛있었어요.. 진짜 잘 먹고갑니당 다음에 또 올게요!	1
1483	"정말 맛있어요!양은적지만요~"	0
1484	비빔냉면 시켰는데 완전 면이 푹익어서...흐물흐물 죽같은 느낌...	0
1485	고기를 구워주는게 아닌가요 ㅠㅠ	0
1486	맛과서비스  너무좋았어요	1
1503	"강남역 5번출구에 위치한 초선과 여포에 방문했습니다. 역 근처여서 위치도 좋고, 매장도 깔끔하고 사장님도 정말 친절하셔서 단체모임하기 너무좋았습니다. 장소뿐만 아니라 메뉴들도 다채롭고, 소,중,대로 음식의 사이즈도 다양해서 메뉴를 다양하게 시켜볼 수 있어 좋은것 같습니다. 특히 양이 많은 편이어서, 정말 가성비 좋게 먹은 것 같네요 :) 깔끔한 장소, 다양한 메뉴, 맛있는 음식이 있어 단체모임하기 정말 좋은장소 같습..."	1
1504	평소 점심 식사만 하다가 저녁시간 때에 가서 요리도 먹어봤는데 너무 맛잇었어요!! 특히 어향동고는 첨 먹어봤었는데 새우랑 표고 버섯 조합이 짱,,👍 사장님도 친절하시구 룸도 있어서 회식 장소로도 좋을 듯	1
1505	"직원분들 친절하시고요리류 식사류 다 맛있게 먹었어요- 특히 어향동고 넘 맛있네요-!!"	1
1506	"사장님^^ 오늘 요리 너무맛나요.ㅠ 벌써 네번째? 방문인데.. 오늘이 최고였던듯요. 초선과여포~ 방문때마다 넘 잘먹고 와서 늘 만족스러웠는데.. 오늘은 더 특별한 느낌? 룸도 넘 깨끗하고 인테리어도 좋았구요.. 요리마다 넘 맛있어서 제입엔 딱이었네요. 여전히 친절하게 반겨주신 사장님도 감사해요~ 또 금방 방문드릴 예정입니다~~ㅋ  아 정말..또 생각나는맛이에요."	1
1507	"런치세트 먹었는데 깐풍새우가 진짜 맛있었어요 ㅜ 고추잡채도~~! 탕수육이랑 짬뽕은 조금 아쉬웠지만 잘 막었습니다~ 하얀 테이블보를 식사후 교체하시는 모습이 인상적이었어요^^"	1
1508	"오랜만에 다시찾은 초선과여포~ 리뉴얼을 했는지 룸컨디션이 청결하고 프라이빗해서 넘 좋았어요.  음식맛도 메뉴마다 다 맛났는데 그중 탕수육은 제가 먹어본것중 최고였네요. 겉바속촉.~ 완전 맛나요.. 사장님한테 물어보니  생등심을 쓰신다하더라구요. 역시 초선과여포네요. ㅎㅎ 오랜만에 좋은시간 가져서 행복했답니다~♡"	1
1510	요일별 먹는 세트를 시켰는데 만족합니다. 특히  새우 🍤👍🏼 짜장면 도 맛있어요. 직원 분들도 친절하셨어요	1
1511	"탕수육이 냄새안나고맛나요식사류도 전체적으로 다맛있네요"	1
1512	역시 믿고 자주가는곳이에요.   맛은 말할것도 없고  무엇보다 친절하시고 매장도 깨끗하고 청결해서 더좋았어요. 함께간 동생도 맛있다고  가족이랑 꼭 오고싶다고 했어요	1
1513	"지인추천으로 방문했는데 고량주가 1+1이라네요. 와우~~~대박~ 일시적인 행사인줄 알았는데 연중행사라네요~ 음식도 맛있고 완전횡재 했어요^^"	1
1514	어향동고 약간 맵지만 맛있어요 :) 서비스군만두도 잘 먹었습니다 ㅎㅎㅎ	1
1515	점심세트메뉴 가성비 정말 좋아요.👍	1
1516	가격이좀비써서 그렇지  맛있긴해요  	1
1517	"화요일세트 넘 좋아요 이퀄리티에 이가격이라니..먹고싶었던요리 다 먹고가네요.ㅎ"	1
1518	"맛있게 잘 먹었어요.~나중엔 점심으로 세트메뉴 좋을듯 합니다.친절하고 맛도 좋았어요👍"	1
1519	"오랫만에 친구들과 맛있는 음식과 함께 즐거운 시간 보냈어요. 저희도 리뷰만 보고 간거라 혹시나 했는데 맛도 깔끔하고 친절하고 대접받는 기분이였어요. 친구들 입맛이 다양한지라 일단 골고루 시켜보았는데 팔보채와 유산슬에 들어가는 해산물도 싱싱하고 자극적이지 않아서 좋았고 으뜸은 짜장 소스가 최고였어요. 집가까운곳에 요런 중국집이 있었으면 ㅠㅠ 집으로 싸가고 싶을만큼 맛났어요 ㅎㅎ 요런 맛난 음식들이 집에..."	1
1520	잡채밥이랑 삼선볶음밥 맛나요~~	1
1521	"사장님 음성  완전 성우같으세요~친절하시고 매너도 좋으세요^^"	1
1522	너무 만족스럽고 맛있게 잘 먹었습니다 :) 다음에 재방문의사 200% !!	1
1523	"길어진 코로나와 오미크론으로 우울한 날을 보내는 친구들과 기분전환 위해 찾은 단골 맛집!맛있는 음식과 사장님의 친절로 기분전환 되었어요.사장님의 밝은 에너지 항상 감사드려요~^^"	1
1525	초선 특면 완전 맛있어요!	1
1526	조금 비싸고 양이 적은거 빼곤 맛있어요 :)	1
1527	"역시 맛있어요~! 다음에 또 갈께요~!"	1
1529	맛나게 잘 먹고 갑니다	1
1530	"회사 점심시간에 방문했는데 다들 만족해하셨어요특히 전가복, 칠리새우 추천이요!! 담에 또갈게여~!"	1
1532	리뷰보고방문했지만,다시방문하고싶지는안네요!그냥중국집	0
1533	굿	1
1534	가족과 함께 갔는데 분위기 좋고 맛도 좋았어요	1
1538	여기 진짜 너무 맛있음 ㅋㅋ 레몬 꿔바로우 , 간짜장 강추 !!! 단체손님도 많고 인기많은덴 이유가 있는듯	1
1541	"회사가 근처라 자주가는 맛집 중 하나에요이 주위에있는 일꾼들은 여기 다 알거에요ㅎㅎ몇 없는 맛집 중 하나거든요!"	1
1542	"너무 오고싶었던 초선과 여포~ 코로나 땜시 못오다 정말 오랜만에 왔는데 역시 최고였어요~^^ 음식이  너무 맛있어서 정신없이 먹다보니 사진을 못찍은게  아쉽네요.ㅠ 사장님 여전히 친절하시고 간만에 외식 넘좋아았어요았어 사진을 못찍어서 아쉽~ㅠ"	1
1543	좋아요	1
1544	맛있고 친절하고 룸 분위기까지 좋았어요~ 식사 대접하기 좋습니다~!	1
1545	일반적인 중국집이랑은 확실히 틀려요 존맛👍👍	1
1546	시킨 메뉴 전부 맛있었습니다! 직원분들도 너무 친절하시구요. 잘 먹고 가요!	1
1547	"삼선간짜장 먹었는데 소스양이 조금 적었습니다.소스양이 넉넉했으면 맛있었을텐데 아쉬웠습니다"	0
1548	조아요	1
1549	"사장님이 친절하고 음식이 맛있어요.양장피 고추잡채 먹었는데 입에 딱 맞네요. 다음번에 또 먹으러 올거 같아요"	1
1550	가족이랑 함께 갔는데 엄청 잘먹었어요 입맛이 까다로운 저희 부모님도 신선한 재료 쓰는 것 같다고 음식에 정성이 느껴진다고 맛있게 먹었어요! 부모님과 함케 또 가고 싶은 맛집이었던 것 같습니다!	1
1551	"중식당은 무조건 초선과 여포로 예약합니다 무엇보다 음식퀄리티가 정말 최고에요~  신선한 재료가 정말 중요하다고 다시한번 느끼는 곳입니다   지인들과 즐겁게 식사했네여~~💜"	1
1552	회식으로 방문했다가 맛있어서 남자친구 데리고 내돈내산으로 또 간곳!! 남자친구도 친구들 데리고 또 갈 기세에요ㅎ 맛있게 잘 먹었습니다~ 직원분들도 친절하세요	1
1553	잡채밥맛있어요!	1
1554	사장님이 언제나 유쾌하시고 친절하셔서 기분이 좋고 음식 맛도 최고입니다	1
1575	짬뽕은 마싯어요 탕수육은 가격대비 별로였어요	0
1576	맛나요	1
1577	되게 맛이 깔끔하고 위생도 청결하고 맛도 좋아요 bb	1
1578	여기는 강남에서 아는 사람만 아는 맛집이죠. 각종 고량주 1+1 이곳은 사랑입니다.	1
1579	좋아요!!	1
1580	탕수육 완전 맛집^^	1
1581	"사장님 친절하고 맛도 좋아 점심에는 무료로 곱빼기 가능합니다"	1
1582	맛있고 친절하고	1
1589	"초선과여포 맛 그리웠습니다. 친구들 모임에 자주 애용하는 식당인데 코로나로 인해 이용하지 못하다가 1단계로 전환되면서 드뎌 모임소집하여 점심 셋트 먹었습니다. 고급 요리를 저렴한 가격에 맛볼수 있어서 가성비 최고인 메뉴인것 같습니다. 요일마다 메뉴가 달라지니 요일에 따라 방문하는 재미도 쏠쏠합니다~^^"	1
1590	간단히 술한잔 하기엔최고입니다	1
1591	강남역 회사 다닐때 짜장면이 맛있어 점심먹으러 자주 왔던 곳인데 코스중에 어느요리 할거 없이 다 맛있었습니다. 배터지는 줄 알았는데 끝까지 먹었어요ㅎㅎ 사장님도 여전히 친절하시고 홀직원 분도 친절하십니다. 찐이네요~!	1
1592	비오는날 따끈하게 먹은 해물누룽지탕의 맛을 잊을 수가 없어요ㅜ 꿔바로우,마라관자도 진짜 맛있었네요!! 사장님을 비롯 모든 직원들이 친절해서 나오는 순간까지 기분이 좋았습니다. 정말 친절한 맛집이에요♡ 단골 예약입니다!!	1
1593	"재료의 신선함 때문인지 깐풍관자가 쫄깃쫄깃  맛있네요.서비스로 주신 가지요리도 정말 맛있어요~^^"	1
1594	세트메뉴로 시켜서 가족들이랑 먹었는데 차원이 한 층 더 높은 음식을 먹어 계산하는 저도 좋았고 가족들도 만족했네요~ 특히 깐쇼가 너무 맛있어서 좋았어요🙂사장님(?)도 친절하시네요😍	1
1595	맛있어요	1
1596	음식이 깔끔하고 맛있어요	1
1598	군만두 서비스 주시고 곱빼기도 무료입니다. 짜장면에서 불맛나고 진짜 맛있어요	1
1599	그냥그냥 중국집!	0
